cap_file,package_aid,applet_aid,result
test_applet.cap,A00000006203010C01,A00000006203010C0101,OK
test_applet.cap,A00000006203010C01,A00000006203010C0101,OK
test_applet.cap,A00000006203010C01,A00000006203010C0101,OK
test_applet.cap,A00000006203010C01,A00000006203010C0101,OK
test_applet.cap,A00000006203010C01,A00000006203010C0101,OK
